text,kind,author,date,url,uri,matched_keyword,parent_url,parent_uri,week_start,vaccine_sentiment,vaccine_confidence,covid_vaccine_sentiment,covid_vaccine_confidence,coronavirus_vaccine_sentiment,coronavirus_vaccine_confidence,measles_vaccine_sentiment,measles_vaccine_confidence,mmr_vaccine_sentiment,mmr_vaccine_confidence,mmr_sentiment,mmr_confidence,covid_sentiment,covid_confidence,coronavirus_sentiment,coronavirus_confidence,measles_sentiment,measles_confidence,mumps_sentiment,mumps_confidence,rubella_sentiment,rubella_confidence,side_effects_sentiment,side_effects_confidence,efficacy_sentiment,efficacy_confidence,effectiveness_sentiment,effectiveness_confidence,safety_sentiment,safety_confidence,protection_sentiment,protection_confidence,immunity_sentiment,immunity_confidence,autism_sentiment,autism_confidence,pregnant_sentiment,pregnant_confidence,trump_sentiment,trump_confidence,liberals_sentiment,liberals_confidence,woke_sentiment,woke_confidence,conservative_sentiment,conservative_confidence,republican_sentiment,republican_confidence,government_sentiment,government_confidence,big_pharma_sentiment,big_pharma_confidence,fda_sentiment,fda_confidence,cdc_sentiment,cdc_confidence,who_sentiment,who_confidence
Unlike Covid vaccines I’m not sure a pharmacy can dispense MMR vaccines without a prescription. You may need to visit a walk-in clinic first.,post,saraelsa.net,2025-06-11 01:18:24.293000+00:00,https://bsky.app/profile/saraelsa.net/post/3lrcafif66c2e,at://did:plc:fypvcbidhfcbzo77f3vhtydd/app.bsky.feed.post/3lrcafif66c2e,mmr,,,6/8/25,neutral,0.505,neutral,0.465,neutral,0.491,neutral,0.442,neutral,0.504,neutral,0.531,neutral,0.433,neutral,0.46,neutral,0.458,negative,0.529,neutral,0.464,negative,0.537,negative,0.394,neutral,0.437,neutral,0.488,neutral,0.59,neutral,0.592,neutral,0.463,neutral,0.739,neutral,0.656,neutral,0.688,neutral,0.711,neutral,0.71,neutral,0.726,neutral,0.506,negative,0.504,neutral,0.594,neutral,0.607,neutral,0.731
"I got my covid booster (they didn't have anything available for the most recent ""razor blades in throat"" one) and my MMR last week. Waiting another week for Hep A & B, and Tetanus. Got my flu vax a couple months ago.",post,summerdragoness.bsky.social,2025-06-10 23:21:36.696000+00:00,https://bsky.app/profile/summerdragoness.bsky.social/post/3lrbzungbq22a,at://did:plc:meeem2tw5oxba4ji7d23i476/app.bsky.feed.post/3lrbzungbq22a,mmr,,,6/8/25,neutral,0.54,neutral,0.465,neutral,0.488,negative,0.44,neutral,0.506,neutral,0.603,negative,0.456,negative,0.454,neutral,0.559,negative,0.554,negative,0.475,negative,0.556,neutral,0.493,neutral,0.526,neutral,0.635,neutral,0.707,neutral,0.591,neutral,0.518,neutral,0.775,neutral,0.654,neutral,0.715,neutral,0.685,neutral,0.77,neutral,0.64,neutral,0.662,negative,0.536,neutral,0.593,neutral,0.645,neutral,0.688
This was my literal experience last week trying to get (and being denied) my daughters Covid booster as well as advanced second MMR dose. 😮‍💨,post,raegrey.bsky.social,2025-06-10 22:50:03.340000+00:00,https://bsky.app/profile/raegrey.bsky.social/post/3lrby47rmbs2y,at://did:plc:viwu7qwbwkxeaoha3dnps3o6/app.bsky.feed.post/3lrby47rmbs2y,mmr,,,6/8/25,neutral,0.636,neutral,0.618,neutral,0.626,neutral,0.618,neutral,0.636,neutral,0.676,neutral,0.647,neutral,0.655,neutral,0.729,neutral,0.532,neutral,0.643,neutral,0.463,positive,0.532,neutral,0.561,neutral,0.761,neutral,0.77,neutral,0.636,neutral,0.705,neutral,0.846,neutral,0.757,neutral,0.803,neutral,0.827,neutral,0.858,neutral,0.866,neutral,0.624,neutral,0.615,neutral,0.769,neutral,0.79,neutral,0.845
"If you think this is just about the COVID vaccine, or even the MMR vaccine, you’re not paying attention. RFKjr’s previous comments about there being “no safe vaccine” weren’t limited to COVID/MMR. Now, neither will his policies.

Be clear, people -will- die as a result. (Cue Joni Ernst.)

(🎁)",post,jeffreyaward.bsky.social,2025-06-10 22:12:21.122000+00:00,https://bsky.app/profile/jeffreyaward.bsky.social/post/3lrbvyse6zc2q,at://did:plc:incfl4n2czk57qdkt7u5h35x/app.bsky.feed.post/3lrbvyse6zc2q,mmr,,,6/8/25,neutral,0.753,neutral,0.735,neutral,0.752,neutral,0.721,neutral,0.744,neutral,0.794,neutral,0.7,neutral,0.715,neutral,0.723,neutral,0.66,neutral,0.696,neutral,0.665,neutral,0.708,neutral,0.672,neutral,0.755,neutral,0.807,neutral,0.796,neutral,0.65,neutral,0.832,neutral,0.682,neutral,0.611,neutral,0.735,neutral,0.717,neutral,0.705,neutral,0.683,neutral,0.684,neutral,0.794,neutral,0.777,neutral,0.775
"Getting my tetanus/diptheria today. Got my MMR a couple months ago.

No idea what will be happening when I'm due for my COVID booster this fall.",post,andria-kennedy.com,2025-06-10 18:43:18.232000+00:00,https://bsky.app/profile/andria-kennedy.com/post/3lrbkcyjkys2q,at://did:plc:iro7hayoa3cjlvrszx2xflxb/app.bsky.feed.post/3lrbkcyjkys2q,mmr,,,6/8/25,neutral,0.683,neutral,0.617,neutral,0.64,neutral,0.587,neutral,0.611,neutral,0.545,neutral,0.487,neutral,0.509,neutral,0.58,negative,0.503,neutral,0.529,negative,0.522,neutral,0.359,neutral,0.591,neutral,0.704,neutral,0.753,neutral,0.675,neutral,0.551,neutral,0.765,neutral,0.729,neutral,0.815,neutral,0.729,neutral,0.828,neutral,0.779,neutral,0.717,neutral,0.54,neutral,0.724,neutral,0.744,neutral,0.745
"get immunized for everything. if you have a health care provider, they have a list of what immunizations you’ve had. get the ones you haven’t… hpv, mmr, flu, monkeypox, covid- demand them",post,sewage666.bsky.social,2025-06-10 15:41:52.299000+00:00,https://bsky.app/profile/sewage666.bsky.social/post/3lrba6kvb2k2g,at://did:plc:jnpumtpk5zzfngxrlozxrlak/app.bsky.feed.post/3lrba6kvb2k2g,mmr,,,6/8/25,neutral,0.618,neutral,0.589,neutral,0.578,neutral,0.56,neutral,0.611,neutral,0.686,neutral,0.633,neutral,0.626,neutral,0.597,neutral,0.534,neutral,0.618,neutral,0.572,neutral,0.507,neutral,0.747,neutral,0.71,neutral,0.689,neutral,0.601,neutral,0.679,neutral,0.866,neutral,0.77,neutral,0.777,neutral,0.767,neutral,0.792,neutral,0.791,neutral,0.729,neutral,0.597,neutral,0.65,neutral,0.693,neutral,0.655
"Well I just got my Covid booster.  
Had MMR 2 shot series a couple months ago- had same as child in the 69’s and yes, adults can get this vax again
Had TDAP few months ago 
Had Flu vax last summer and will do so again this summer
Had pneumonia vax and will do so again asap
Get them while you can!",post,mom0u812.bsky.social,2025-06-10 14:08:42.037000+00:00,https://bsky.app/profile/mom0u812.bsky.social/post/3lrb2xxlyt22u,at://did:plc:ifjdvdahm6ctzkzsx7kp5h5d/app.bsky.feed.post/3lrb2xxlyt22u,mmr,,,6/8/25,neutral,0.534,neutral,0.54,neutral,0.546,neutral,0.534,neutral,0.59,neutral,0.613,neutral,0.592,neutral,0.589,neutral,0.546,neutral,0.545,neutral,0.577,neutral,0.518,neutral,0.473,neutral,0.594,neutral,0.641,neutral,0.642,neutral,0.584,neutral,0.549,neutral,0.792,neutral,0.773,neutral,0.744,neutral,0.734,neutral,0.785,neutral,0.731,neutral,0.747,neutral,0.593,neutral,0.634,neutral,0.679,neutral,0.75
"It’s my fault, I’m sorry. Saw my PCP months ago, we decided to update my vax’s, got Tdap but she wants titers checked b4 MMR booster, which I failed to do in a timely manner. Then shingles, Prevnar 13, Covid booster, but we were spacing them out to reduce the chance of reaction. I waited too long.😭",post,nwayne66.bsky.social,2025-06-10 08:33:06.105000+00:00,https://bsky.app/profile/nwayne66.bsky.social/post/3lrai7ui4q22u,at://did:plc:sbz4bf42cxa2frc4xbaxkje6/app.bsky.feed.post/3lrai7ui4q22u,mmr,,,6/8/25,neutral,0.773,neutral,0.662,neutral,0.67,neutral,0.664,neutral,0.705,neutral,0.787,neutral,0.6,neutral,0.625,neutral,0.655,neutral,0.547,neutral,0.646,neutral,0.582,neutral,0.625,neutral,0.659,neutral,0.71,neutral,0.781,neutral,0.78,neutral,0.641,neutral,0.825,neutral,0.726,neutral,0.72,neutral,0.796,neutral,0.841,neutral,0.811,neutral,0.646,neutral,0.652,neutral,0.735,neutral,0.751,neutral,0.775
"See you all tomorrow 
I have my appointment at the pharmacy for
Covid and flu shots. 
Will be talking to the pharmacist about any others I may need. Just finished the MMR vax as an adult ( had vax in 60’s) had shingles vax too and TDAP
Be your own advocate. 
The time is NOW
Goodnight",post,mom0u812.bsky.social,2025-06-10 02:07:00.452000+00:00,https://bsky.app/profile/mom0u812.bsky.social/post/3lr7snhyips2n,at://did:plc:ifjdvdahm6ctzkzsx7kp5h5d/app.bsky.feed.post/3lr7snhyips2n,mmr,,,6/8/25,neutral,0.722,neutral,0.656,neutral,0.65,neutral,0.627,neutral,0.656,neutral,0.734,neutral,0.69,neutral,0.679,neutral,0.69,neutral,0.609,neutral,0.665,neutral,0.627,neutral,0.608,neutral,0.724,neutral,0.744,neutral,0.757,neutral,0.729,neutral,0.671,neutral,0.867,neutral,0.804,neutral,0.743,neutral,0.783,neutral,0.8,neutral,0.808,neutral,0.79,neutral,0.67,neutral,0.746,neutral,0.765,neutral,0.823
Takes a cookie (thank you!) and mumbles something about MMR + COVID,post,jilliandavid.bsky.social,2025-06-10 01:57:22.883000+00:00,https://bsky.app/profile/jilliandavid.bsky.social/post/3lr7s4b6jhs2o,at://did:plc:rlfrjiskjqvlvytmsagzluj7/app.bsky.feed.post/3lr7s4b6jhs2o,mmr,,,6/8/25,neutral,0.683,neutral,0.622,neutral,0.609,neutral,0.562,neutral,0.619,neutral,0.66,neutral,0.666,neutral,0.654,neutral,0.595,neutral,0.535,neutral,0.626,neutral,0.556,neutral,0.563,neutral,0.74,neutral,0.742,neutral,0.728,neutral,0.659,neutral,0.601,neutral,0.855,neutral,0.782,neutral,0.772,neutral,0.809,neutral,0.842,neutral,0.873,neutral,0.816,neutral,0.62,neutral,0.705,neutral,0.806,neutral,0.817
North Georgia is full of maga and I was pleasantly surprised to see many signs promoting covid and MMR vaccines while driving around in some very red areas.,post,wuwei2024.bsky.social,2025-06-10 01:38:24.856000+00:00,https://bsky.app/profile/wuwei2024.bsky.social/post/3lr7r2duoy22c,at://did:plc:qb4o2zhcn63e34yor3w23r3a/app.bsky.feed.post/3lr7r2duoy22c,mmr,,,6/8/25,neutral,0.566,neutral,0.522,neutral,0.546,neutral,0.516,neutral,0.518,neutral,0.535,neutral,0.459,neutral,0.489,neutral,0.421,neutral,0.414,neutral,0.454,negative,0.452,neutral,0.444,neutral,0.651,neutral,0.56,neutral,0.633,neutral,0.601,neutral,0.5,neutral,0.823,neutral,0.523,negative,0.51,neutral,0.647,neutral,0.547,neutral,0.493,neutral,0.561,negative,0.419,neutral,0.657,neutral,0.663,neutral,0.653
"Get your MMR as an adult even if you had it as a child. And get it now. Talk to your pharmacist. Talk to your Dr
Get your Covid booster now 
Again, talk to your pharmacist or Dr
Get your shingles vax, flu shot, and any other you may need. 
We need to be our own advocates.
RFK is a psychopath",post,mom0u812.bsky.social,2025-06-10 01:07:09.575000+00:00,https://bsky.app/profile/mom0u812.bsky.social/post/3lr7pchhnus2n,at://did:plc:ifjdvdahm6ctzkzsx7kp5h5d/app.bsky.feed.post/3lr7pchhnus2n,mmr,,,6/8/25,neutral,0.695,neutral,0.64,neutral,0.643,neutral,0.609,neutral,0.625,neutral,0.666,neutral,0.643,neutral,0.638,neutral,0.611,neutral,0.568,neutral,0.624,neutral,0.578,neutral,0.502,neutral,0.658,neutral,0.71,neutral,0.745,neutral,0.728,neutral,0.602,neutral,0.842,neutral,0.626,neutral,0.641,neutral,0.71,neutral,0.745,neutral,0.689,neutral,0.672,neutral,0.613,neutral,0.725,neutral,0.728,neutral,0.712
"Tomorrow morning I’m getting another Covid booster. 
I recently completed the MMR vax series as an adult
Talk to your pharmacist
Protect yourself from this criminally unfit administration and the guy who took his kids to swim in shit water. Literally swam n sewer effluent:RFK
Ridiculous Fucking Kook",post,mom0u812.bsky.social,2025-06-10 00:45:20.691000+00:00,https://bsky.app/profile/mom0u812.bsky.social/post/3lr7o3h7nuk2n,at://did:plc:ifjdvdahm6ctzkzsx7kp5h5d/app.bsky.feed.post/3lr7o3h7nuk2n,mmr,,,6/8/25,neutral,0.775,neutral,0.708,neutral,0.72,neutral,0.695,neutral,0.73,neutral,0.808,neutral,0.698,neutral,0.693,neutral,0.694,neutral,0.572,neutral,0.665,neutral,0.625,neutral,0.731,neutral,0.685,neutral,0.842,neutral,0.798,neutral,0.843,neutral,0.744,neutral,0.886,neutral,0.62,neutral,0.589,neutral,0.825,neutral,0.783,neutral,0.703,neutral,0.54,neutral,0.66,neutral,0.791,neutral,0.752,neutral,0.754
"I am so glad I got my Covid booster yesterday. Now the question is whether to go ahead and get my 2 year old’s MMR boosted now instead of when he’s 4, if there’s any doubt about future availability. I’m so angry, it’s unreal. This is just an unmitigated disaster. 
www.nytimes.com/2025/06/09/h...",post,alicemphillips.bsky.social,2025-06-10 00:11:51.769000+00:00,https://bsky.app/profile/alicemphillips.bsky.social/post/3lr7m7leaxc2z,at://did:plc:lplq6y35ern3xaxzubszkgfb/app.bsky.feed.post/3lr7m7leaxc2z,mmr,,,6/8/25,neutral,0.568,neutral,0.445,neutral,0.448,neutral,0.406,neutral,0.476,neutral,0.679,negative,0.444,negative,0.458,neutral,0.427,negative,0.554,negative,0.475,negative,0.52,negative,0.392,neutral,0.512,neutral,0.592,neutral,0.724,neutral,0.62,negative,0.459,neutral,0.723,neutral,0.478,neutral,0.545,neutral,0.69,neutral,0.717,neutral,0.676,negative,0.482,negative,0.474,neutral,0.608,neutral,0.64,neutral,0.619
Go get your MMR vaccine booster and Covid-19 vaccine while you can.,post,westcoast-tj.bsky.social,2025-06-09 22:48:21.395000+00:00,https://bsky.app/profile/westcoast-tj.bsky.social/post/3lr7hkb3qmk2g,at://did:plc:gtpdvleh7pwdk4kave6nnlkn/app.bsky.feed.post/3lr7hkb3qmk2g,mmr,,,6/8/25,positive,0.516,neutral,0.47,positive,0.473,positive,0.529,positive,0.496,neutral,0.519,neutral,0.549,neutral,0.517,neutral,0.521,neutral,0.436,neutral,0.483,neutral,0.406,positive,0.642,neutral,0.583,neutral,0.628,neutral,0.559,neutral,0.527,neutral,0.494,neutral,0.79,neutral,0.762,neutral,0.703,neutral,0.701,neutral,0.709,neutral,0.768,neutral,0.73,neutral,0.48,neutral,0.633,neutral,0.666,neutral,0.746
"2023: ""Robert F. Kennedy Jr. suggests covid was designed to spare Jews, ...""  www.washingtonpost.com/nation/2023/...
""The MMR vaccine doesn’t contain ‘aborted fetus debris’, as RFK Jr has claimed. Here’s the science"" theconversation.com/the-mmr-vacc...
Kennedy=ignorant vile POS.",post,mjk4mj.bsky.social,2025-06-09 22:34:52.587000+00:00,https://bsky.app/profile/mjk4mj.bsky.social/post/3lr7gs5qv2k2v,at://did:plc:d7aypgjlw7svu7haeta7x63h/app.bsky.feed.post/3lr7gs5qv2k2v,mmr,,,6/8/25,neutral,0.7,neutral,0.639,neutral,0.697,neutral,0.651,neutral,0.694,neutral,0.792,neutral,0.681,neutral,0.681,neutral,0.691,neutral,0.637,neutral,0.696,neutral,0.629,neutral,0.64,neutral,0.773,neutral,0.841,neutral,0.85,neutral,0.841,neutral,0.72,neutral,0.854,neutral,0.687,neutral,0.639,neutral,0.795,neutral,0.793,neutral,0.771,neutral,0.777,neutral,0.693,neutral,0.815,neutral,0.815,neutral,0.775
"Better do it quickly! I got my shingles shot and MMR finally, hurt like hell, but I feel better. I can't get another booster until August, and I sure hope the covid booster is still around. Same with the flu shot.😳",post,rmano.bsky.social,2025-06-09 22:29:59.040000+00:00,https://bsky.app/profile/rmano.bsky.social/post/3lr7gjfsk2s2h,at://did:plc:q4nnmwj6mlb7zmjr5yvvjdrr/app.bsky.feed.post/3lr7gjfsk2s2h,mmr,,,6/8/25,neutral,0.609,neutral,0.532,neutral,0.542,neutral,0.533,neutral,0.628,neutral,0.671,neutral,0.503,neutral,0.515,neutral,0.518,neutral,0.423,neutral,0.512,negative,0.472,positive,0.51,neutral,0.627,neutral,0.708,neutral,0.701,neutral,0.574,neutral,0.46,neutral,0.805,neutral,0.758,neutral,0.76,neutral,0.756,neutral,0.766,neutral,0.696,neutral,0.759,neutral,0.467,neutral,0.693,neutral,0.735,neutral,0.746
"At a minimum this means no new vaccines will be approved, which likely means no seasonal vaccines-Covid, flu, RSV etc will be available this coming fall. 

Whether it affects existing vaccines like MMR, TDap, Shingles etc remains an open question.

Impossible to overstate how dangerous this is.",post,acpacek.bsky.social,2025-06-09 22:03:16.894000+00:00,https://bsky.app/profile/acpacek.bsky.social/post/3lr7eznuwec2d,at://did:plc:pbo6l7w77egdz7beyucg5a62/app.bsky.feed.post/3lr7eznuwec2d,mmr,,,6/8/25,negative,0.553,negative,0.619,negative,0.593,negative,0.633,negative,0.582,neutral,0.52,negative,0.622,negative,0.635,negative,0.58,negative,0.668,negative,0.613,negative,0.695,negative,0.645,negative,0.561,negative,0.592,neutral,0.581,neutral,0.52,negative,0.611,neutral,0.618,negative,0.491,neutral,0.5,neutral,0.473,neutral,0.546,neutral,0.521,negative,0.549,negative,0.656,neutral,0.46,negative,0.498,neutral,0.5
"#COVID #POLIO #MMR 
apnews.com/article/kenn...",post,spokanetom.bsky.social,2025-06-09 21:23:37.210000+00:00,https://bsky.app/profile/spokanetom.bsky.social/post/3lr7csqgt522m,at://did:plc:uuxcmx64dkqxih7ycntyli4k/app.bsky.feed.post/3lr7csqgt522m,mmr,,,6/8/25,neutral,0.79,neutral,0.732,neutral,0.73,neutral,0.71,neutral,0.758,neutral,0.853,neutral,0.79,neutral,0.795,neutral,0.726,neutral,0.641,neutral,0.769,neutral,0.645,neutral,0.63,neutral,0.771,neutral,0.793,neutral,0.838,neutral,0.852,neutral,0.736,neutral,0.895,neutral,0.822,neutral,0.772,neutral,0.853,neutral,0.817,neutral,0.846,neutral,0.814,neutral,0.706,neutral,0.826,neutral,0.848,neutral,0.86
"Yes, great advice. I recently got current on tetanus, pneumonia, covid and MMR. I'm older than 65, so it just seemed prudent. I would encourage everyone to do it.",post,gojavelina.bsky.social,2025-06-09 21:23:30.672000+00:00,https://bsky.app/profile/gojavelina.bsky.social/post/3lr7csk7ag22u,at://did:plc:f44iqa24dququavte7j2wqm4/app.bsky.feed.post/3lr7csk7ag22u,mmr,,,6/8/25,neutral,0.638,neutral,0.537,neutral,0.522,neutral,0.514,neutral,0.605,neutral,0.638,neutral,0.596,neutral,0.563,neutral,0.608,neutral,0.499,neutral,0.544,neutral,0.496,positive,0.601,neutral,0.509,neutral,0.638,neutral,0.687,neutral,0.578,positive,0.461,neutral,0.827,neutral,0.712,neutral,0.694,neutral,0.626,neutral,0.677,neutral,0.753,neutral,0.678,neutral,0.516,neutral,0.633,neutral,0.674,neutral,0.732
"I just got MMR and COVID vaccines yesterday. I got the former cause titers showed I was no longer immune to mumps, which wouldn’t be an issue if it weren’t for anti-vaxxers intent on undermining herd immunity.",post,emilyrose.bsky.social,2025-06-09 21:23:14.027000+00:00,https://bsky.app/profile/emilyrose.bsky.social/post/3lr7cs2dbjs2f,at://did:plc:3yfyu6vh7gizafjgrrgo277v/app.bsky.feed.post/3lr7cs2dbjs2f,mmr,,,6/8/25,neutral,0.459,negative,0.4,neutral,0.396,neutral,0.391,neutral,0.436,neutral,0.453,negative,0.501,negative,0.495,negative,0.421,negative,0.591,negative,0.485,negative,0.599,positive,0.345,negative,0.428,neutral,0.527,neutral,0.598,negative,0.394,negative,0.48,neutral,0.79,neutral,0.489,neutral,0.465,neutral,0.602,neutral,0.592,neutral,0.649,negative,0.514,negative,0.565,neutral,0.485,neutral,0.595,neutral,0.552
"Follows up on a previous piece, looking at how the insights apply to the UK context: 

‘It's a shot, not a vaccine like MMR’: A new type of vaccine-specific scepticism on Twitter/X during the COVID-19 pandemic

www.sciencedirect.com/science/arti...",post,zsofiademjen.bsky.social,2025-06-09 13:19:00.564000+00:00,https://bsky.app/profile/zsofiademjen.bsky.social/post/3lr6hq6rx322g,at://did:plc:n44gq3llaloow5hydfg56x3c/app.bsky.feed.post/3lr6hq6rx322g,mmr,,,6/8/25,neutral,0.782,neutral,0.722,neutral,0.723,neutral,0.709,neutral,0.717,neutral,0.762,neutral,0.71,neutral,0.707,neutral,0.761,neutral,0.612,neutral,0.69,neutral,0.66,neutral,0.671,neutral,0.806,neutral,0.817,neutral,0.839,neutral,0.782,neutral,0.734,neutral,0.9,neutral,0.868,neutral,0.818,neutral,0.817,neutral,0.866,neutral,0.88,neutral,0.83,neutral,0.67,neutral,0.815,neutral,0.828,neutral,0.863
"Definitely.

There is no excuse for there not being massive MMR vaccine clinics that are easy to access. This outbreak is massive!

Still, masking is protection from infection. We can stop circulating measles, Covid & other airborne diseases. AND keep out wildfire smoke.",post,dismoviepod.bsky.social,2025-06-09 12:01:40.578000+00:00,https://bsky.app/profile/dismoviepod.bsky.social/post/3lr6dfvqsqk24,at://did:plc:3jwz5qvdihvjkpmujrbuwigv/app.bsky.feed.post/3lr6dfvqsqk24,mmr,,,6/8/25,neutral,0.458,positive,0.478,positive,0.518,positive,0.556,positive,0.524,neutral,0.455,negative,0.399,negative,0.389,positive,0.38,negative,0.476,negative,0.412,negative,0.47,positive,0.601,neutral,0.423,positive,0.376,positive,0.619,neutral,0.48,neutral,0.392,neutral,0.706,neutral,0.488,neutral,0.405,neutral,0.523,neutral,0.547,neutral,0.574,positive,0.354,negative,0.459,neutral,0.385,neutral,0.382,neutral,0.571
"Maybe that’s the kind of records they wanna break? More measle cases, more Covid 19 deaths, more preventable weather related deaths!? What will Trump and regime come up with next to kill us? 
I bet they’re celebrating right now, we’re #1 in preventable diseases!",post,cowgirlinthesand.bsky.social,2025-07-07 22:04:07.707000+00:00,https://bsky.app/profile/cowgirlinthesand.bsky.social/post/3ltfs4xamgk2b,at://did:plc:uyoxpkdo3diaj3bm2nyelfhb/app.bsky.feed.post/3ltfs4xamgk2b,measle,,,7/6/25,neutral,0.755,neutral,0.556,neutral,0.516,neutral,0.527,neutral,0.588,neutral,0.731,neutral,0.483,neutral,0.463,neutral,0.665,negative,0.407,neutral,0.476,neutral,0.39,neutral,0.577,neutral,0.602,neutral,0.661,neutral,0.743,neutral,0.712,neutral,0.61,neutral,0.788,neutral,0.481,neutral,0.445,neutral,0.648,neutral,0.667,neutral,0.634,neutral,0.528,neutral,0.457,neutral,0.742,neutral,0.693,neutral,0.681
same morons that didnt want the covid vaccine didnt vax their kids.. and just like that measle is back i guess polio will be next,post,rippinfrog.bsky.social,2025-07-03 04:47:38.341000+00:00,https://bsky.app/profile/rippinfrog.bsky.social/post/3lszwduyrp22c,at://did:plc:5dbc4wis4wardyhd6pcg3lrb/app.bsky.feed.post/3lszwduyrp22c,measle,,,6/29/25,negative,0.435,negative,0.454,neutral,0.46,negative,0.499,neutral,0.492,neutral,0.653,negative,0.467,negative,0.452,negative,0.444,negative,0.564,negative,0.455,negative,0.59,neutral,0.378,neutral,0.5,neutral,0.683,neutral,0.705,neutral,0.657,neutral,0.522,neutral,0.711,negative,0.494,negative,0.586,neutral,0.616,neutral,0.482,neutral,0.466,negative,0.614,negative,0.495,neutral,0.65,neutral,0.595,neutral,0.518
Good for you.  it's sure to be a Measle-fest or worse a COVID super spreader event.,post,vote4trudeau.bsky.social,2025-06-22 03:04:49.258000+00:00,https://bsky.app/profile/vote4trudeau.bsky.social/post/3ls63hvn2lc2j,at://did:plc:r52pwlmsdgfyzn3s7bayuglr/app.bsky.feed.post/3ls63hvn2lc2j,measle,,,6/22/25,neutral,0.578,neutral,0.499,neutral,0.52,neutral,0.434,neutral,0.538,neutral,0.601,neutral,0.442,neutral,0.443,neutral,0.374,negative,0.431,neutral,0.384,negative,0.458,positive,0.491,neutral,0.543,neutral,0.579,neutral,0.576,neutral,0.51,neutral,0.475,neutral,0.737,neutral,0.46,negative,0.441,neutral,0.615,neutral,0.553,neutral,0.59,neutral,0.529,neutral,0.403,neutral,0.577,neutral,0.608,neutral,0.637
"Back in the fall, Smith and her posse announced when COVID vaccine would be available then went silent. Thank you pharmacists for promoting COVID vaccines. 
Currently an explosion of measle cases in southern AB. Smith caters to the antivax crowd. 
Pathetic leadership all around followed by chaos.",post,javaben.bsky.social,2025-06-18 19:16:21.215000+00:00,https://bsky.app/profile/javaben.bsky.social/post/3lrvpvhdhs224,at://did:plc:aw2lkv5xcujsjauko3b3oyds/app.bsky.feed.post/3lrvpvhdhs224,measle,,,6/15/25,neutral,0.724,neutral,0.633,neutral,0.649,neutral,0.591,neutral,0.687,neutral,0.823,neutral,0.61,neutral,0.631,neutral,0.733,neutral,0.556,neutral,0.643,neutral,0.595,neutral,0.701,neutral,0.742,neutral,0.854,neutral,0.877,neutral,0.839,neutral,0.741,neutral,0.901,neutral,0.581,neutral,0.55,neutral,0.801,neutral,0.757,neutral,0.697,negative,0.496,neutral,0.586,neutral,0.85,neutral,0.75,neutral,0.756
"bsky.app/profile/davi... 

I sure add one more wing nut to the mix. Measle infections are increasing because of RFK's reckless misinformation rants.

Covid hasn't been irradiated either. It is manageable because of vaccines and herd immunity for now.

#Anti_vaxers_kill
#Vaccines_savelives",post,raiastar.bsky.social,2025-06-10 02:12:00.970000+00:00,https://bsky.app/profile/raiastar.bsky.social/post/3lr7swglmck2r,at://did:plc:nxai3slkmoxhf6mmv35a2zp5/app.bsky.feed.post/3lr7swglmck2r,measle,,,6/8/25,neutral,0.531,neutral,0.457,neutral,0.471,neutral,0.454,neutral,0.548,neutral,0.637,neutral,0.465,neutral,0.451,neutral,0.49,neutral,0.382,neutral,0.457,negative,0.386,neutral,0.441,neutral,0.562,neutral,0.6,neutral,0.633,positive,0.511,neutral,0.505,neutral,0.794,neutral,0.499,neutral,0.413,neutral,0.557,neutral,0.586,neutral,0.691,neutral,0.6,neutral,0.439,neutral,0.558,neutral,0.602,neutral,0.583
"That’s why I got a Measles booster, and a Hep A vaccine just in case. I think we can expect there won’t be a Flu vaccine this Fall and no Covid vacc updates. And with some states passing egregious laws that mind blowingly  make it illegal to offer Covid shots I look for mortalities to surge.",post,hellobean.bsky.social,2025-06-10 04:08:33.898000+00:00,https://bsky.app/profile/hellobean.bsky.social/post/3lr7zgtktkk2p,at://did:plc:jfqpabpzi53m3x754qxiwiev/app.bsky.feed.post/3lr7zgtktkk2p,measle,,,6/8/25,neutral,0.515,neutral,0.466,neutral,0.485,neutral,0.464,neutral,0.544,neutral,0.701,neutral,0.45,neutral,0.461,neutral,0.439,negative,0.487,neutral,0.447,negative,0.461,neutral,0.374,neutral,0.54,neutral,0.513,neutral,0.648,neutral,0.652,negative,0.443,neutral,0.739,neutral,0.474,negative,0.477,neutral,0.651,neutral,0.586,neutral,0.595,negative,0.542,neutral,0.451,neutral,0.586,neutral,0.645,neutral,0.619
