kind,author,date,url,uri,text,matched_keyword,parent_url,parent_uri,week_start,text_clean
post,mathhatter1.bsky.social,2025-04-25 04:52:40.369000+00:00,https://bsky.app/profile/mathhatter1.bsky.social/post/3lnmghea6w22t,at://did:plc:cjwid5y2wpy6t7d47rfjmvx6/app.bsky.feed.post/3lnmghea6w22t,"I've never had covid-19üôè

But I've had the 'childhood diseases' such as measles, 

mumps, chicken pox.. yearly week-long fluü§Æ

I've also had many vaccines over the years, from polio & 

smallpox to flu & covidüíâüíâ

I'll take the vaccines, thank you very much!!",measle,,,4/20/25,"I've never had covid-19üôè But I've had the 'childhood diseases' such as measles, mumps, chicken pox.. yearly week-long fluü§Æ I've also had many vaccines over the years, from polio & smallpox to flu & covid💉💉 I'll take the vaccines, thank you very much!!"
post,nigel63.bsky.social,2025-04-25 04:22:14.972000+00:00,https://bsky.app/profile/nigel63.bsky.social/post/3lnmeqxfllk2l,at://did:plc:q4m5a2pfm5piz5d7pr5qlh5z/app.bsky.feed.post/3lnmeqxfllk2l,"CURRENT U.S. outbreaks, spreading w/out vaccine availability, vaccine production, medical infrastructure & oversight:
‚Ä¢ Influenza
‚Ä¢ Covid
‚Ä¢ Measles, Mumps & Rubella
‚Ä¢ Polio
‚Ä¢ (MDR)TB
‚Ä¢ Pertussis (whooping cough)
‚Ä¢ HIV
‚Ä¢ Syphilis &
‚Ä¢ Bird 'Flu has now jumped to humans. 

MILLIONS will die before Dec.",measle,,,4/20/25,"CURRENT U.S. outbreaks, spreading w/out vaccine availability, vaccine production, medical infrastructure & oversight: • Influenza • Covid • Measles, Mumps & Rubella • Polio • (MDR)TB • Pertussis (whooping cough) • HIV • Syphilis & • Bird 'Flu has now jumped to humans. MILLIONS will die before Dec."
post,colonelhogans.bsky.social,2025-04-25 01:30:22.338000+00:00,https://bsky.app/profile/colonelhogans.bsky.social/post/3lnm35mivyk2s,at://did:plc:fxxlwmj3pwtvjwg2i5ozl752/app.bsky.feed.post/3lnm35mivyk2s,"I had measles as a kid as there was no vaccine at the time. 

I‚Äôm so glad that when both our sons were born, they were vaccinated and have never had measles, mumps, whooping cough, polio or even covid! 

Science saves lives!!!!!",measle,,,4/20/25,"I had measles as a kid as there was no vaccine at the time. I'm so glad that when both our sons were born, they were vaccinated and have never had measles, mumps, whooping cough, polio or even covid! Science saves lives!!!"
post,canttakeit.bsky.social,2025-04-24 12:27:03.503000+00:00,https://bsky.app/profile/canttakeit.bsky.social/post/3lnkpewwlxc27,at://did:plc:r4gj4gxob2mgybz6ukj7vvc7/app.bsky.feed.post/3lnkpewwlxc27,"Vaccines help prevent or protect against measles, mumps, rubella, polio, tetanus, diphtheria, pertussis (whooping cough), hepatitis B, influenza (the flu), meningitis, pneumococcal disease, rotavirus infection, yellow fever, chickenpox, Covid-19. 3/3",measle,,,4/20/25,"Vaccines help prevent or protect against measles, mumps, rubella, polio, tetanus, diphtheria, pertussis (whooping cough), hepatitis B, influenza (the flu), meningitis, pneumococcal disease, rotavirus infection, yellow fever, chickenpox, Covid-19. 3/3"
post,hedwigowlett.bsky.social,2025-04-24 12:11:28.428000+00:00,https://bsky.app/profile/hedwigowlett.bsky.social/post/3lnkoj35zzs2d,at://did:plc:d746iuz7aiu2lhhhylw5xpje/app.bsky.feed.post/3lnkoj35zzs2d,"I've been vaccinated as a child, but I'm a senior now, so I have been re-vaccinated for all childhood diseases as of last year. I hope to avoid measles, mumps, rubella, pertussis, and other cooties that could make a senior's life miserable. Flu and covid is a yearly thing now.",measle,,,4/20/25,"I've been vaccinated as a child, but I'm a senior now, so I have been re-vaccinated for all childhood diseases as of last year. I hope to avoid measles, mumps, rubella, pertussis, and other cooties that could make a senior's life miserable. Flu and covid is a yearly thing now."
post,magnificentbitch.bsky.social,2025-04-24 00:13:55.650000+00:00,https://bsky.app/profile/magnificentbitch.bsky.social/post/3lnjgfytqe22v,at://did:plc:bucauxtj7qvjjon6s2zbilc5/app.bsky.feed.post/3lnjgfytqe22v,"I did a very adulty thing today. I got an MMR ‚Äúbooster ‚Äú but the truth is, I never had an MMR to begin with. I did, however, have measles, mumps, and rubella. I also got a COVID-19 booster!",mmr,,,4/20/25,"I did a very adulty thing today. I got an MMR ""booster "" but the truth is, I never had an MMR to begin with. I did, however, have measles, mumps, and rubella. I also got a COVID-19 booster!"
post,julietacamp.bsky.social,2025-04-23 18:14:53.879000+00:00,https://bsky.app/profile/julietacamp.bsky.social/post/3lnisdyyuqs2u,at://did:plc:hqvnofsyx4al2zn2qnsqjvxs/app.bsky.feed.post/3lnisdyyuqs2u,"How about Measles, Mumps, Rubella, Covid-19, to name a few. which are ACTUALLY DISEASES for fuck sake!!! Autism is not a Disease!!!!!",measle,,,4/20/25,"How about Measles, Mumps, Rubella, Covid-19, to name a few. which are ACTUALLY DISEASES for fuck sake!!! Autism is not a Disease!!!"
post,sanded-even.bsky.social,2025-04-23 15:24:21.919000+00:00,https://bsky.app/profile/sanded-even.bsky.social/post/3lniit32bc22f,at://did:plc:m3dtdnsmwn5l2zhmmonkfuzh/app.bsky.feed.post/3lniit32bc22f,"Know what is causing low sperm count in teenagers? Covid. Repeated exposures are even worse. Also mumps (prevented by the MMR vac) If the Republican administration wants more babies, maybe it's time to take clean indoor air, mask up  & fully endorse childhood vaccines.",mmr,,,4/20/25,"Know what is causing low sperm count in teenagers? Covid. Repeated exposures are even worse. Also mumps (prevented by the MMR vac) If the Republican administration wants more babies, maybe it's time to take clean indoor air, mask up & fully endorse childhood vaccines."
post,demichimeramadre.bsky.social,2025-04-20 23:39:30.192000+00:00,https://bsky.app/profile/demichimeramadre.bsky.social/post/3lnbt3ooiug2j,at://did:plc:qfztryd2u7bnf6wqrgmoypul/app.bsky.feed.post/3lnbt3ooiug2j,"Measles, mumps, rubella. and chickenpox are far worse than any vaccine I've ever gotten. I remember standing in  line with my parents and 2 brothers to get polio vaccine. I remember being terrified in line to get smallpox vaccination. My big brother got COVID-19 and died 12/17/2020. I'm vaccinated!",measle,,,4/20/25,"Measles, mumps, rubella. and chickenpox are far worse than any vaccine I've ever gotten. I remember standing in line with my parents and 2 brothers to get polio vaccine. I remember being terrified in line to get smallpox vaccination. My big brother got COVID-19 and died 12/17/2020. I'm vaccinated!"
post,collapseaphorisms.bsky.social,2025-04-20 19:58:28.650000+00:00,https://bsky.app/profile/collapseaphorisms.bsky.social/post/3lnbgqhie3c2w,at://did:plc:y2shgh5shfjl6zdjvti4gi5q/app.bsky.feed.post/3lnbgqhie3c2w,"Oh look, half of the U.S. has seen a decline in vaccination rates for Measles, Mumps, Rubella. Pertussis. Diphtheria. Tetanus. Hepatitis B., and Polio, since COVID landed 5 years ago.

#collapse",measle,,,4/20/25,"Oh look, half of the U.S. has seen a decline in vaccination rates for Measles, Mumps, Rubella. Pertussis. Diphtheria. Tetanus. Hepatitis B., and Polio, since COVID landed 5 years ago. #collapse"
post,fibre-artist.bsky.social,2025-04-20 19:10:13.412000+00:00,https://bsky.app/profile/fibre-artist.bsky.social/post/3lnbe26et4s2y,at://did:plc:bm2yg66wvdqlmgmu4vsvwu5i/app.bsky.feed.post/3lnbe26et4s2y,"I guess he wants his children to get Measles, Mumps, Polio & Chick Pox.

He must really love them, so much to cause them such pain & suffering, along with long covid & all the varieties of the Flu.

Not a great father, not a great person, not a great leader, not for CANADA!",measle,,,4/20/25,"I guess he wants his children to get Measles, Mumps, Polio & Chick Pox. He must really love them, so much to cause them such pain & suffering, along with long covid & all the varieties of the Flu. Not a great father, not a great person, not a great leader, not for CANADA!"
post,rkew.bsky.social,2025-04-17 19:58:29.183000+00:00,https://bsky.app/profile/rkew.bsky.social/post/3lmzvdpmfks24,at://did:plc:k6tqfu573u4wql63nalpeafh/app.bsky.feed.post/3lmzvdpmfks24,"Exactly. Sadly, I know people got sick from a vax, and hate that anyone would suffer, but they are few and far between. I  know people who have suffered horribly from having had the measles, mumps,  etc. I was leery with the rush to get the COVID vax, but it was a derivative of other Covid vaxs",measle,,,4/13/25,"Exactly. Sadly, I know people got sick from a vax, and hate that anyone would suffer, but they are few and far between. I know people who have suffered horribly from having had the measles, mumps, etc. I was leery with the rush to get the COVID vax, but it was a derivative of other Covid vaxs"
post,aquadelphi.bsky.social,2025-04-16 12:34:12.812000+00:00,https://bsky.app/profile/aquadelphi.bsky.social/post/3lmwm2enrb22e,at://did:plc:noyebf5wmaw5nd23aogvaesq/app.bsky.feed.post/3lmwm2enrb22e,"RFK Jr would hate me bc I‚Äôm Mr. Vax. I make sure I‚Äôm all vaxxed up. I just had a rare lung infection, so I got the pneumonia vax. Got the 2-shot shingles series 3 yrs ago. A recent blood test shows my measles-mumps-rubella antigens are 10X the min. Covid, flu, RSV: got em. I‚Äôm Mr. Anti-RFK.",measle,,,4/13/25,"RFK Jr would hate me bc I'm Mr. Vax. I make sure I'm all vaxxed up. I just had a rare lung infection, so I got the pneumonia vax. Got the 2-shot shingles series 3 yrs ago. A recent blood test shows my measles-mumps-rubella antigens are 10X the min. Covid, flu, RSV: got em. I'm Mr. Anti-RFK."
post,reexamineall.bsky.social,2025-04-14 20:42:48.298000+00:00,https://bsky.app/profile/reexamineall.bsky.social/post/3lmsgg75ulc2q,at://did:plc:yxvrwl6jlyh4akjumjmgbepw/app.bsky.feed.post/3lmsgg75ulc2q,"I think rfk jr is on it. Measles, whooping cough, tuberculosis, hiv, Covid, mumps, and norovirus. All sweeping back.",measle,,,4/13/25,"I think rfk jr is on it. Measles, whooping cough, tuberculosis, hiv, Covid, mumps, and norovirus. All sweeping back."
post,jessiedoesky.bsky.social,2025-04-14 05:52:41.050000+00:00,https://bsky.app/profile/jessiedoesky.bsky.social/post/3lmquok24uc2w,at://did:plc:afxgzydnf6rpclzcglx52nzx/app.bsky.feed.post/3lmquok24uc2w,"Get vaccinated. The Tdap vaccination covers Whooping Cough, Diptheria, and Tetanus. The MMR vaccine covers Measles, Mumps, and Rubella. Don't forget the Covid, Flu, Pneumonia, Hep A & B, RSV, HPV, and Shingles vaccines. Get them while you still can.",mmr,,,4/13/25,"Get vaccinated. The Tdap vaccination covers Whooping Cough, Diptheria, and Tetanus. The MMR vaccine covers Measles, Mumps, and Rubella. Don't forget the Covid, Flu, Pneumonia, Hep A & B, RSV, HPV, and Shingles vaccines. Get them while you still can."
post,mrsschnitzel.bsky.social,2025-04-14 03:59:51.710000+00:00,https://bsky.app/profile/mrsschnitzel.bsky.social/post/3lmqoesc5ec2m,at://did:plc:qapa42oazi56t3a4trubacub/app.bsky.feed.post/3lmqoesc5ec2m,"I had flu+COVID last Saturday, then MMR on Wednesday, because apparently I have no immunity from prior vaccination! 

Highly recommend getting checked for Measles and Mumps immunity. Most 30-60ishyo are underimmunised. 2 shots came in after 1990, prior was only 1, hence my suprise status!",mmr,,,4/13/25,"I had flu+COVID last Saturday, then MMR on Wednesday, because apparently I have no immunity from prior vaccination! Highly recommend getting checked for Measles and Mumps immunity. Most 30-60ishyo are underimmunised. 2 shots came in after 1990, prior was only 1, hence my suprise status!"
post,equitableforall.com,2025-04-14 03:09:13.026000+00:00,https://bsky.app/profile/equitableforall.com/post/3lmqlkaewhs2w,at://did:plc:76x65qgfno4y62mwnnm3mox7/app.bsky.feed.post/3lmqlkaewhs2w,"Still waiting to hear back from Public Health about whether or not I am still fucking immune to Measles, Mumps, etc. since contracting COVID-19 so you will be pleased to know that my earlier jump scare regarding a spot on my upper arm just turned out to be Cheetos dust & nothing any more sinister! ü§£",measle,,,4/13/25,"Still waiting to hear back from Public Health about whether or not I am still fucking immune to Measles, Mumps, etc. since contracting COVID-19 so you will be pleased to know that my earlier jump scare regarding a spot on my upper arm just turned out to be Cheetos dust & nothing any more sinister! ü§£"
post,drleonardonoto.bsky.social,2025-04-13 19:38:15.862000+00:00,https://bsky.app/profile/drleonardonoto.bsky.social/post/3lmpsdunrrk2x,at://did:plc:at4r2pcx4f5exwdhj5pesm5t/app.bsky.feed.post/3lmpsdunrrk2x,"#medfacts
How to measure viral infectivity? One way is via the basic reproductive number, R0. Examples:

Measles (highest) >11

Mumps/Chickenpox ~10

COVID ~3

Flu A ~2",measle,,,4/13/25,"#medfacts How to measure viral infectivity? One way is via the basic reproductive number, R0. Examples: Measles (highest) >11 Mumps/Chickenpox ~10 COVID ~3 Flu A ~2"
post,accessibleopr8r.bsky.social,2025-04-12 10:44:43.912000+00:00,https://bsky.app/profile/accessibleopr8r.bsky.social/post/3lmme2w7tu22l,at://did:plc:bjl4oxtzudoeyog4sohmoqgi/app.bsky.feed.post/3lmme2w7tu22l,"‚Ä¶you know it‚Äôs Covid, right?  But there may be something to do with the Mmr vaccine itself.  I had titre done for school internship.  I had no antibodies to measles and mumps. I got a booster. But wouldn‚Äôt be surprised to have none still.",mmr,,,4/6/25,"...you know it's Covid, right? But there may be something to do with the Mmr vaccine itself. I had titre done for school internship. I had no antibodies to measles and mumps. I got a booster. But wouldn't be surprised to have none still."
post,bjsbluemax2.bsky.social,2025-04-12 08:53:31.988000+00:00,https://bsky.app/profile/bjsbluemax2.bsky.social/post/3lmm5u3ev322g,at://did:plc:uhie4uvh6wjxmsnt7gjk6cvf/app.bsky.feed.post/3lmm5u3ev322g,"Some in my large family get vaccinations as soon as they become available. The older ones remember Polio and quarantines, for what? Measles, mumps, rubella. Having survived all that they know that COVID-19 can be a killer. Today 2 will get the newest COVID-19 vaccination. The 2 are my spouse & ME!",measle,,,4/6/25,"Some in my large family get vaccinations as soon as they become available. The older ones remember Polio and quarantines, for what? Measles, mumps, rubella. Having survived all that they know that COVID-19 can be a killer. Today 2 will get the newest COVID-19 vaccination. The 2 are my spouse & ME!"
post,abcbtommi.bsky.social,2025-04-11 18:50:35.214000+00:00,https://bsky.app/profile/abcbtommi.bsky.social/post/3lmkoqrma7k2v,at://did:plc:pnx7rxyvuvibshux6xp4nluq/app.bsky.feed.post/3lmkoqrma7k2v,MMR and COVID vaccines are like cross reactive on similar proteins. Or at least that was the story in 2021. That could no longer be true but hey now measles and mumps are actually present.,mmr,,,4/6/25,MMR and COVID vaccines are like cross reactive on similar proteins. Or at least that was the story in 2021. That could no longer be true but hey now measles and mumps are actually present.
post,rogley8.ribbit.org,2025-04-11 06:33:22.445000+00:00,https://bsky.app/profile/rogley8.ribbit.org/post/3lmjfkjxaqc2s,at://did:plc:vehfcpc55inphloqiywed6nn/app.bsky.feed.post/3lmjfkjxaqc2s,"Today I got a free chest x-ray. 
A free Measles mumps rubella vaccine. 
A cheap Covid booster
A cheap flu vaccine
Last week a free prostate ultrasound and free full bloods. 
Two sets of meds for two months $25. 
Wed back to my free GP for the results of the x-ray. 
USA, you could have had this too.",measle,,,4/6/25,"Today I got a free chest x-ray. A free Measles mumps rubella vaccine. A cheap Covid booster A cheap flu vaccine Last week a free prostate ultrasound and free full bloods. Two sets of meds for two months $25. Wed back to my free GP for the results of the x-ray. USA, you could have had this too."
post,demichimeramadre.bsky.social,2025-04-10 17:39:37.614000+00:00,https://bsky.app/profile/demichimeramadre.bsky.social/post/3lmi2cxrsqc2p,at://did:plc:qfztryd2u7bnf6wqrgmoypul/app.bsky.feed.post/3lmi2cxrsqc2p,"We can't afford cake or the ingredients to make one. 
 
Can't ask neighboring farmers for help. China bought their farms. Can't ask the neighbors, they've got measles, mumps,whooping cough, chickenpox, COVID-19, Polio Tuberculosis and Hantavirus. 
Thanks Anti-vaccination RED Voters.",measle,,,4/6/25,"We can't afford cake or the ingredients to make one. Can't ask neighboring farmers for help. China bought their farms. Can't ask the neighbors, they've got measles, mumps,whooping cough, chickenpox, COVID-19, Polio Tuberculosis and Hantavirus. Thanks Anti-vaccination RED Voters."
post,woozleweasels.bsky.social,2025-04-09 23:48:20.686000+00:00,https://bsky.app/profile/woozleweasels.bsky.social/post/3lmg6hejnac2n,at://did:plc:vevnxlk5lzsx4xc6rewsxt2r/app.bsky.feed.post/3lmg6hejnac2n,I just went a week ago to get the recommended covid booster and wanted the MMR vaccine too mostly because I never got mumps and I dont want them now but the medicare told them I was too old and would not do it.,mmr,,,4/6/25,I just went a week ago to get the recommended covid booster and wanted the MMR vaccine too mostly because I never got mumps and I dont want them now but the medicare told them I was too old and would not do it.
comment,jeaninespence.bsky.social,2025-05-05 07:02:21.293000+00:00,https://bsky.app/profile/jeaninespence.bsky.social/post/3lofsehctek2v,at://did:plc:rqpe24ivt557tcb4m7mmlsf7/app.bsky.feed.post/3lofsehctek2v,"Ironically under JFKjr it‚Äôs those who want life saving vaccine now have to do their own research to find them, soon international travel may be required to get a vaccine, first for the updated covid then for mmr then for polio.",mmr,https://bsky.app/profile/drandrealove.bsky.social/post/3lof3va3fpk2k,at://did:plc:bcnugw2qsbpjl5hyuvdurx6t/app.bsky.feed.post/3lof3va3fpk2k,5/4/25,"Ironically under JFKjr it's those who want life saving vaccine now have to do their own research to find them, soon international travel may be required to get a vaccine, first for the updated covid then for mmr then for polio."
post,annewriter.bsky.social,2025-05-06 14:55:38.115000+00:00,https://bsky.app/profile/annewriter.bsky.social/post/3loj5bo3ox225,at://did:plc:jiiu56imskisqfsas774auqx/app.bsky.feed.post/3loj5bo3ox225,"Measles is the #1 most contagious respiratory disease on the planet. Yes, kids end up on ventilators ala Covid. THERE IS NO TREATMENT FOR MEASLES, only prevention by vax. Over 600 cases in Texas and DHHS pulls back funds, cancels 50 vax clinics in Dallas. Polio and Rubella next. Horrific.",measle,,,5/4/25,"Measles is the #1 most contagious respiratory disease on the planet. Yes, kids end up on ventilators ala Covid. THERE IS NO TREATMENT FOR MEASLES, only prevention by vax. Over 600 cases in Texas and DHHS pulls back funds, cancels 50 vax clinics in Dallas. Polio and Rubella next. Horrific."
post,ylepidemiologist.bsky.social,2025-05-02 13:23:01.004000+00:00,https://bsky.app/profile/ylepidemiologist.bsky.social/post/3lo6waelanc2o,at://did:plc:r7phej4vfn2eqjo6o777vkz2/app.bsky.feed.post/3lo6waelanc2o,"2/ Many vaccines have been tested against placebos‚Äîincluding saline or other controlled comparisons. For example:
‚Ä¢ Rubella
‚Ä¢ Pneumococcal
‚Ä¢ Hib
‚Ä¢ HPV
‚Ä¢ Salk Polio
‚Ä¢ Measles
‚Ä¢ Tdap
‚Ä¢ COVID-19",measle,,,4/27/25,2/ Many vaccines have been tested against placebos—including saline or other controlled comparisons. For example: • Rubella • Pneumococcal • Hib • HPV • Salk Polio • Measles • Tdap • COVID-19
post,philiphenika.bsky.social,2025-04-25 18:57:15.388000+00:00,https://bsky.app/profile/philiphenika.bsky.social/post/3lnnvnlp25s2a,at://did:plc:gvkjiaad2i2l4a6seucwt56y/app.bsky.feed.post/3lnnvnlp25s2a,"MSNBC should lead every hour w/Trump's holocaust: over a million Americans dead due to unmitigated coronavirus, 5 million projected HIV cases by 2030 & millions of African children starved to death due to gone USAID, reemergence of endemic measles, diphtheria, rubella etc due to RFK- led anti-vac.",measle,,,4/20/25,"MSNBC should lead every hour w/Trump's holocaust: over a million Americans dead due to unmitigated coronavirus, 5 million projected HIV cases by 2030 & millions of African children starved to death due to gone USAID, reemergence of endemic measles, diphtheria, rubella etc due to RFK- led anti-vac."
post,beansproutsmom.bsky.social,2025-04-25 02:48:42.791000+00:00,https://bsky.app/profile/beansproutsmom.bsky.social/post/3lnm7jp7d5k2y,at://did:plc:ij4exulujmnsyyveltg2im66/app.bsky.feed.post/3lnm7jp7d5k2y,"So, I had rubella (German measles) when I was 4 months old.

At no point, was it EVER suggested that I skip subsequent rubella vax.

Public health today needs to stop equating infection w/vax.

This whole get measles-or-vax, get COVID-or-no-more-vax etc is penny-wise, pound foolish.",measle,,,4/20/25,"So, I had rubella (German measles) when I was 4 months old. At no point, was it EVER suggested that I skip subsequent rubella vax. Public health today needs to stop equating infection w/vax. This whole get measles-or-vax, get COVID-or-no-more-vax etc is penny-wise, pound foolish."
post,heatherfeather.bsky.social,2025-04-18 19:12:19.516000+00:00,https://bsky.app/profile/heatherfeather.bsky.social/post/3ln4da3pqk22l,at://did:plc:kxlg4ooqbhefhfa4gv373dtm/app.bsky.feed.post/3ln4da3pqk22l,"i would like to remind you once again that herd immunity was never achieved with SARS-CoV-2; it *has* been achieved for polio, smallpox, measles, rubella, and others",measle,,,4/13/25,"i would like to remind you once again that herd immunity was never achieved with SARS-CoV-2; it *has* been achieved for polio, smallpox, measles, rubella, and others"
post,derekberes.bsky.social,2025-04-17 13:32:50.861000+00:00,https://bsky.app/profile/derekberes.bsky.social/post/3lmz7s56tyc22,at://did:plc:prgez77mia33vpe3x54lz7hq/app.bsky.feed.post/3lmz7s56tyc22,"Mark Hyman is a dangerous enabler of RFK Jr.

He told Bari Weiss:

""The way vaccines are studied is against other vaccines; it's not against a placebo.""

This is blatantly false. 

Rubella, pneumococcus, Hib, HPV, polio, measles, Tdap, and COVID-19 vaccines have all been tested against placebo.

/1",measle,,,4/13/25,"Mark Hyman is a dangerous enabler of RFK Jr. He told Bari Weiss: ""The way vaccines are studied is against other vaccines; it's not against a placebo."" This is blatantly false. Rubella, pneumococcus, Hib, HPV, polio, measles, Tdap, and COVID-19 vaccines have all been tested against placebo. /1"
post,rifka.bsky.social,2025-04-12 23:23:29.342000+00:00,https://bsky.app/profile/rifka.bsky.social/post/3lmnohonplk24,at://did:plc:xwzxgbwvnnu2dntpty765y5j/app.bsky.feed.post/3lmnohonplk24,"Check out this massive throng of humanity. These are ideal conditions for covid, mpox, measles, rubella, pertussis and many other infections to find nice warm lungs to shelter in and reproduce, soon passed to the next person and so on. There will be a body count. bsky.app/profile/keit...",measle,,,4/6/25,"Check out this massive throng of humanity. These are ideal conditions for covid, mpox, measles, rubella, pertussis and many other infections to find nice warm lungs to shelter in and reproduce, soon passed to the next person and so on. There will be a body count. bsky.app/profile/keit..."
post,estefano1.bsky.social,2025-06-07 18:54:32.353000+00:00,https://bsky.app/profile/estefano1.bsky.social/post/3lqzzkczucs27,at://did:plc:nwrb6z674vdpx77y22obaahh/app.bsky.feed.post/3lqzzkczucs27,"I assume that JR. is going to restrict all vaccines soon...so I have gotten a covid booster, shingles, RSV, puemonia, DTAP, MMR, flu, and am open to suggestions on others. Some idiot in JR's staff wants to end polio vaccines. I am not kidding.
They want to cull the herd.",mmr,,,6/1/25,"I assume that JR. is going to restrict all vaccines soon...so I have gotten a covid booster, shingles, RSV, puemonia, DTAP, MMR, flu, and am open to suggestions on others. Some idiot in JR's staff wants to end polio vaccines. I am not kidding. They want to cull the herd."
post,jtjag.bsky.social,2025-06-07 15:37:05.591000+00:00,https://bsky.app/profile/jtjag.bsky.social/post/3lqzojb3erk2m,at://did:plc:xro2ctbt6ikiwjtn4jdrbu6v/app.bsky.feed.post/3lqzojb3erk2m,"We had this big former-hippy woo-woo science-skeptic movement already primed in the US, and before Covid the most trouble they tended to make was refusing to use the MMR vaccine on their kids. Covid radicalized them and spread their conspiracy theories to an entire political party. Unique situation.",mmr,,,6/1/25,"We had this big former-hippy woo-woo science-skeptic movement already primed in the US, and before Covid the most trouble they tended to make was refusing to use the MMR vaccine on their kids. Covid radicalized them and spread their conspiracy theories to an entire political party. Unique situation."
post,msdixiediva53.bsky.social,2025-06-07 07:55:11.868000+00:00,https://bsky.app/profile/msdixiediva53.bsky.social/post/3lqyupd7o5s26,at://did:plc:4say4wrnwbiywzzxp3bybzsw/app.bsky.feed.post/3lqyupd7o5s26,My pharmacy told me today I don't need the MMR as I was born before 1957. But I'm getting the Covid booster and RVS. Should I get a Hep B?,mmr,,,6/1/25,My pharmacy told me today I don't need the MMR as I was born before 1957. But I'm getting the Covid booster and RVS. Should I get a Hep B?
post,authormichaelhicks.bsky.social,2025-06-07 05:52:48.882000+00:00,https://bsky.app/profile/authormichaelhicks.bsky.social/post/3lqynuifjfc25,at://did:plc:h6gqp6wocvenblpggnfp33nz/app.bsky.feed.post/3lqynuifjfc25,"No worries! Just trying to emphasize for folks who may read that, that the level of protection bestowed by current COVID vaccines is definitely below what MMR, for example, provides.",mmr,,,6/1/25,"No worries! Just trying to emphasize for folks who may read that, that the level of protection bestowed by current COVID vaccines is definitely below what MMR, for example, provides."
post,cdm.expert,2025-06-06 23:28:58.876000+00:00,https://bsky.app/profile/cdm.expert/post/3lqxyg5bj5s2b,at://did:plc:ejfvkppmh7utncbj77t262uy/app.bsky.feed.post/3lqxyg5bj5s2b,"we've updated our MMR and pneumo, trying to talk my wife into the HPV even though we are quite boring, will need the covid and flu vaccines before she gets back in the classroom in August... will we need to fly to Canada?",mmr,,,6/1/25,"we've updated our MMR and pneumo, trying to talk my wife into the HPV even though we are quite boring, will need the covid and flu vaccines before she gets back in the classroom in August... will we need to fly to Canada?"
post,boghuma.bsky.social,2025-06-06 23:10:26.241000+00:00,https://bsky.app/profile/boghuma.bsky.social/post/3lqxxey6lk22a,at://did:plc:skpxj6dpacrxznfvwrpfdiw4/app.bsky.feed.post/3lqxxey6lk22a,"I am really laser focused on getting all my adult patients updated on their vaccines. A few vaccine doses I gave out in clinic today:
- pneumococcal vaccine 
- Td booster
- Covid booster
- MMR
- HPV
- Hep B vaccines
8/8 acceptances, zero refusals.
OFFER, COUNSEL, VACCINATE",mmr,,,6/1/25,"I am really laser focused on getting all my adult patients updated on their vaccines. A few vaccine doses I gave out in clinic today: - pneumococcal vaccine - Td booster - Covid booster - MMR - HPV - Hep B vaccines 8/8 acceptances, zero refusals. OFFER, COUNSEL, VACCINATE"
post,kajivar.bsky.social,2025-06-06 03:01:22.829000+00:00,https://bsky.app/profile/kajivar.bsky.social/post/3lqvtszfeqc2m,at://did:plc:2ks63kixen266imjkh5xrbj5/app.bsky.feed.post/3lqvtszfeqc2m,"I am RFK Jr's worst nightmare. I just got vaccines for Covid, Shingles, and Tetanus/Diphtheria/Whooping Cough. Also having my blood checked to see if I need an MMR booster. Suck it, dipshit.

(Yes, I am feeling it in my shoulder already, but it's worth it.)",mmr,,,6/1/25,"I am RFK Jr's worst nightmare. I just got vaccines for Covid, Shingles, and Tetanus/Diphtheria/Whooping Cough. Also having my blood checked to see if I need an MMR booster. Suck it, dipshit. (Yes, I am feeling it in my shoulder already, but it's worth it.)"
post,joqatana.bsky.social,2025-06-05 21:25:49.107000+00:00,https://bsky.app/profile/joqatana.bsky.social/post/3lqvb2yevuk2b,at://did:plc:klvxqltti65uhegpc2wshar3/app.bsky.feed.post/3lqvb2yevuk2b,Oh good. They‚Äôre out of stock on the Shingles. Covid & MMR today.,mmr,,,6/1/25,Oh good. They're out of stock on the Shingles. Covid & MMR today.
post,sinisterwave69.bsky.social,2025-06-05 18:34:45.693000+00:00,https://bsky.app/profile/sinisterwave69.bsky.social/post/3lquxj4gfmc2h,at://did:plc:kh5pz5u5zh35dcizbsbu7apr/app.bsky.feed.post/3lquxj4gfmc2h,"This goes to show how important vaccines are. I'm not getting into a debate over flu or covid boosters, because those aren't necessarily needed ALL the time. BUT - there is a reason why MMR and tetanus and all that are kinda booked the way they are.

This is what ""not believing doctors"" looks like.",mmr,,,6/1/25,"This goes to show how important vaccines are. I'm not getting into a debate over flu or covid boosters, because those aren't necessarily needed ALL the time. BUT - there is a reason why MMR and tetanus and all that are kinda booked the way they are. This is what ""not believing doctors"" looks like."
post,summerdragoness.bsky.social,2025-06-05 16:00:25.538000+00:00,https://bsky.app/profile/summerdragoness.bsky.social/post/3lquov5avik2m,at://did:plc:meeem2tw5oxba4ji7d23i476/app.bsky.feed.post/3lquov5avik2m,"Man, I can't wait for next week when the MMR vax side effects do me dirty. D; I know that the covid vax has put me on my ass every time, usually starting the day or so after.

I'll be a lump on a log for the next 2 weeks, it seems. Wish me luck in making myself REST üòÖ",mmr,,,6/1/25,"Man, I can't wait for next week when the MMR vax side effects do me dirty. D; I know that the covid vax has put me on my ass every time, usually starting the day or so after. I'll be a lump on a log for the next 2 weeks, it seems. Wish me luck in making myself REST üòÖ"
