"Table with row headers in columns A and B and column headers in rows 6 through 10","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56"
"Idaho","All people","1879","2","1713","11","91.2","0.6","1279","20","68.09999999999999","1","993","20","52.8","1.1","291","13","15.5","0.7","63","7","3.3","0.4","691","16","36.8","0.8","379","16","20.2","0.9","79","8","4.2","0.4","343","4","18.3","0.2","186","6","9.9","0.3","55","4","2.9","0.2","60","5","3.2","0.3","166","11","8.800000000000001","0.6"
"Idaho","Under 65 years","1569","2","1405","11","89.5","0.7","1100","18","70.09999999999999","1.2","930","21","59.3","1.4","172","12","11","0.8","40","7","2.5","0.4","389","16","24.8","1","345","16","22","1","64","7","4.1","0.5","42","4","2.7","0.2","15","2","0.9","0.2","21","3","1.4","0.2","29","4","1.9","0.3","165","11","10.5","0.7"
"Idaho","Under 19 years","498","3","463","5","93","0.8","312","10","62.7","2","269","11","54","2.2","37","5","7.4","1","14","3","2.7","0.6","181","10","36.4","2","179","10","36","2","30","5","6","1.1","3","1","0.7","0.2","1","1","0.3","0.1","2","1","0.5","0.2","2","1","0.4","0.2","35","4","7","0.8"
"Idaho","19 - 64 years","1071","4","942","9","87.90000000000001","0.9","788","12","73.59999999999999","1.1","661","14","61.7","1.3","135","9","12.6","0.8","26","4","2.4","0.4","208","9","19.4","0.8","166","9","15.5","0.8","34","3","3.1","0.3","39","3","3.7","0.3","14","2","1.3","0.2","19","3","1.8","0.3","27","4","2.6","0.4","129","9","12.1","0.9"
"Idaho","65 years and over","310","2","309","2","99.5","0.2","178","5","57.6","1.7","63","5","20.2","1.5","119","6","38.3","2","23","3","7.5","0.9","302","2","97.3","0.4","33","3","10.8","1","15","2","4.9","0.6","301","2","97.09999999999999","0.5","171","6","55.3","1.8","33","3","10.8","1","30","3","9.699999999999999","0.8","1","1","0.5","0.2"
"Illinois","All people","12495","2","11620","20","93","0.2","8677","40","69.40000000000001","0.3","7345","44","58.8","0.4","1603","28","12.8","0.2","158","9","1.3","0.1","4367","34","35","0.3","2460","32","19.7","0.3","332","12","2.7","0.1","2182","11","17.5","0.1","1138","11","9.1","0.1","342","11","2.7","0.1","196","8","1.6","0.1","875","20","7","0.2"
"Illinois","Under 65 years","10450","4","9591","20","91.8","0.2","7514","39","71.90000000000001","0.4","6727","43","64.40000000000001","0.4","940","24","9","0.2","110","9","1.1","0.1","2427","34","23.2","0.3","2225","32","21.3","0.3","259","11","2.5","0.1","243","10","2.3","0.1","65","5","0.6","Z","107","7","1","0.1","82","5","0.8","Z","859","20","8.199999999999999","0.2"
"Illinois","Under 19 years","2968","6","2873","8","96.8","0.2","1899","19","64","0.7","1730","21","58.3","0.7","185","9","6.2","0.3","35","5","1.2","0.2","1109","18","37.4","0.6","1100","18","37.1","0.6","132","7","4.4","0.2","17","3","0.6","0.1","4","1","0.1","Z","9","2","0.3","0.1","2","1","0.1","Z","95","7","3.2","0.2"
"Illinois","19 - 64 years","7482","7","6718","18","89.8","0.2","5616","28","75.09999999999999","0.4","4997","30","66.8","0.4","755","19","10.1","0.3","75","6","1","0.1","1318","22","17.6","0.3","1125","20","15","0.3","127","5","1.7","0.1","226","9","3","0.1","61","4","0.8","0.1","98","6","1.3","0.1","79","5","1.1","0.1","764","18","10.2","0.2"
"Illinois","65 years and over","2046","3","2029","4","99.2","0.1","1163","12","56.9","0.6","618","13","30.2","0.6","663","11","32.4","0.5","47","3","2.3","0.1","1941","6","94.90000000000001","0.3","234","8","11.5","0.4","73","4","3.6","0.2","1939","6","94.8","0.2","1074","11","52.5","0.5","234","8","11.5","0.4","115","5","5.6","0.2","16","3","0.8","0.1"
"Indiana","All people","6708","2","6203","20","92.5","0.3","4628","28","69","0.4","3902","32","58.2","0.5","843","19","12.6","0.3","109","9","1.6","0.1","2410","24","35.9","0.4","1346","24","20.1","0.4","227","10","3.4","0.1","1211","8","18.1","0.1","638","9","9.5","0.1","196","8","2.9","0.1","137","7","2","0.1","504","20","7.5","0.3"
"Indiana","Under 65 years","5625","4","5127","20","91.09999999999999","0.4","4006","26","71.2","0.5","3611","29","64.2","0.5","459","16","8.199999999999999","0.3","70","8","1.2","0.1","1363","24","24.2","0.4","1233","23","21.9","0.4","180","9","3.2","0.2","165","7","2.9","0.1","46","5","0.8","0.1","83","5","1.5","0.1","60","5","1.1","0.1","498","20","8.9","0.4"
"Indiana","Under 19 years","1680","6","1580","10","94","0.5","1053","16","62.7","0.9","963","16","57.3","0.9","91","7","5.4","0.4","23","5","1.4","0.3","622","16","37","1","617","16","36.7","1","92","6","5.5","0.4","9","3","0.5","0.2","3","1","0.2","0.1","5","3","0.3","0.2","2","1","0.1","Z","100","9","6","0.5"
"Indiana","19 - 64 years","3945","8","3547","15","89.90000000000001","0.4","2954","19","74.90000000000001","0.5","2648","22","67.09999999999999","0.6","368","12","9.300000000000001","0.3","47","4","1.2","0.1","741","16","18.8","0.4","617","14","15.6","0.4","88","6","2.2","0.1","156","7","4","0.2","43","4","1.1","0.1","78","5","2","0.1","58","5","1.5","0.1","398","14","10.1","0.4"
"Indiana","65 years and over","1083","3","1077","4","99.40000000000001","0.1","622","7","57.4","0.6","291","8","26.8","0.8","384","7","35.5","0.7","40","4","3.7","0.4","1047","5","96.7","0.3","113","6","10.4","0.5","46","4","4.3","0.3","1046","5","96.59999999999999","0.3","592","8","54.7","0.7","113","6","10.4","0.5","77","4","7.1","0.4","6","1","0.6","0.1"
"Iowa","All people","3151","1","3000","9","95.2","0.3","2279","17","72.3","0.5","1847","19","58.6","0.6","490","13","15.6","0.4","55","5","1.7","0.2","1167","15","37","0.5","642","15","20.4","0.5","123","7","3.9","0.2","599","5","19","0.2","340","7","10.8","0.2","97","5","3.1","0.2","72","3","2.3","0.1","151","9","4.8","0.3"
"Iowa","Under 65 years","2603","3","2453","10","94.2","0.3","1941","16","74.59999999999999","0.6","1733","19","66.59999999999999","0.7","245","12","9.4","0.5","34","4","1.3","0.2","635","15","24.4","0.6","584","15","22.4","0.6","96","7","3.7","0.3","67","4","2.6","0.2","16","2","0.6","0.1","38","3","1.5","0.1","28","3","1.1","0.1","150","9","5.8","0.3"
"Iowa","Under 19 years","782","5","756","6","96.59999999999999","0.4","514","10","65.8","1.2","467","11","59.7","1.4","51","5","6.5","0.7","11","2","1.5","0.3","292","10","37.4","1.2","289","10","37","1.2","50","5","6.4","0.6","4","1","0.5","0.2","1","Z","0.1","0.1","2","Z","0.2","0.1","1","1","0.1","0.1","26","4","3.4","0.4"
"Iowa","19 - 64 years","1821","5","1697","9","93.2","0.4","1427","12","78.3","0.6","1267","13","69.59999999999999","0.7","194","8","10.6","0.5","23","3","1.3","0.2","343","10","18.8","0.5","295","9","16.2","0.5","46","4","2.5","0.2","63","4","3.4","0.2","15","2","0.8","0.1","37","3","2","0.2","28","2","1.5","0.1","124","7","6.8","0.4"
"Iowa","65 years and over","548","2","547","2","99.7","0.1","338","6","61.7","1.1","114","5","20.8","0.9","246","6","44.8","1.1","21","2","3.7","0.4","532","3","97","0.4","58","4","10.6","0.6","27","2","5","0.4","532","3","97","0.4","324","6","59","1.1","58","4","10.6","0.6","43","2","7.9","0.4","2","1","0.3","0.1"
"Kansas","All people","2879","2","2615","12","90.8","0.4","2091","17","72.59999999999999","0.6","1668","21","57.9","0.7","459","14","15.9","0.5","106","8","3.7","0.3","897","14","31.2","0.5","428","14","14.9","0.5","88","6","3.1","0.2","518","5","18","0.2","293","6","10.2","0.2","75","4","2.6","0.2","67","4","2.3","0.1","264","12","9.199999999999999","0.4"
"Kansas","Under 65 years","2405","3","2144","12","89.09999999999999","0.5","1801","15","74.90000000000001","0.7","1557","19","64.7","0.8","262","12","10.9","0.5","74","8","3.1","0.3","440","14","18.3","0.6","382","14","15.9","0.6","67","6","2.8","0.3","61","5","2.5","0.2","16","2","0.7","0.1","30","4","1.2","0.1","30","3","1.2","0.1","262","12","10.9","0.5"
"Kansas","Under 19 years","746","4","708","6","95","0.7","502","9","67.3","1.2","433","10","58.1","1.4","61","6","8.199999999999999","0.7","32","5","4.3","0.7","244","10","32.7","1.4","240","10","32.2","1.4","36","4","4.8","0.6","4","1","0.5","0.2","2","1","0.3","0.1","2","1","0.3","0.1","2","1","0.2","0.1","38","5","5","0.7"
"Kansas","19 - 64 years","1660","5","1435","10","86.5","0.6","1299","12","78.3","0.7","1124","13","67.7","0.8","201","9","12.1","0.5","43","4","2.6","0.2","196","8","11.8","0.5","142","7","8.6","0.4","31","3","1.9","0.2","57","4","3.4","0.3","14","2","0.9","0.1","28","3","1.7","0.2","28","3","1.7","0.2","224","9","13.5","0.6"
"Kansas","65 years and over","473","2","471","2","99.59999999999999","0.2","290","6","61.4","1.1","111","5","23.4","1","197","5","41.6","1","31","3","6.6","0.5","457","3","96.7","0.4","46","3","9.6","0.7","21","2","4.5","0.5","457","3","96.59999999999999","0.4","276","6","58.4","1.1","46","3","9.6","0.7","37","2","7.9","0.5","2","1","0.4","0.2"
"Kentucky","All people","4428","2","4178","14","94.3","0.3","2782","26","62.8","0.6","2312","25","52.2","0.6","525","14","11.8","0.3","121","8","2.7","0.2","2012","21","45.4","0.5","1270","21","28.7","0.5","188","9","4.2","0.2","881","7","19.9","0.2","455","9","10.3","0.2","177","7","4","0.2","113","5","2.5","0.1","251","14","5.7","0.3"
"Kentucky","Under 65 years","3678","3","3431","14","93.3","0.4","2345","23","63.8","0.6","2074","24","56.4","0.6","287","12","7.8","0.3","78","7","2.1","0.2","1282","22","34.9","0.6","1166","21","31.7","0.6","148","8","4","0.2","152","6","4.1","0.2","35","3","1","0.1","73","5","2","0.1","51","4","1.4","0.1","248","14","6.7","0.4"
"Kentucky","Under 19 years","1073","4","1030","7","96","0.6","588","13","54.8","1.2","518","13","48.3","1.2","62","5","5.8","0.5","29","4","2.7","0.4","509","12","47.5","1.1","506","12","47.1","1.1","65","5","6.1","0.5","6","1","0.6","0.1","2","1","0.1","0.1","3","1","0.3","0.1","2","1","0.2","0.1","43","6","4","0.6"
"Kentucky","19 - 64 years","2606","5","2400","11","92.09999999999999","0.4","1757","16","67.40000000000001","0.6","1555","16","59.7","0.6","225","9","8.6","0.3","49","4","1.9","0.2","773","14","29.7","0.5","660","13","25.3","0.5","83","5","3.2","0.2","146","6","5.6","0.2","34","3","1.3","0.1","70","5","2.7","0.2","49","4","1.9","0.1","205","11","7.9","0.4"
"Kentucky","65 years and over","750","3","747","3","99.59999999999999","0.1","437","8","58.3","1.1","238","8","31.8","1","238","7","31.7","0.9","42","3","5.6","0.4","730","3","97.3","0.3","104","5","13.9","0.6","40","3","5.3","0.4","729","4","97.2","0.3","419","9","55.9","1.2","104","5","13.9","0.6","62","4","8.300000000000001","0.5","3","1","0.4","0.1"
"Louisiana","All people","4518","3","4173","13","92.40000000000001","0.3","2581","32","57.1","0.7","2119","33","46.9","0.7","504","18","11.2","0.4","128","10","2.8","0.2","2122","29","47","0.6","1446","29","32","0.6","187","9","4.1","0.2","866","11","19.2","0.2","380","9","8.4","0.2","225","9","5","0.2","97","5","2.1","0.1","345","13","7.6","0.3"
"Louisiana","Under 65 years","3770","4","3429","13","91","0.3","2206","30","58.5","0.8","1897","31","50.3","0.8","327","16","8.699999999999999","0.4","87","9","2.3","0.2","1406","29","37.3","0.8","1307","29","34.7","0.8","140","9","3.7","0.2","151","10","4","0.3","33","4","0.9","0.1","86","7","2.3","0.2","47","4","1.2","0.1","340","13","9","0.3"
"Louisiana","Under 19 years","1138","5","1093","6","96","0.4","537","13","47.2","1.1","459","13","40.3","1.1","66","8","5.8","0.7","35","5","3.1","0.5","612","13","53.8","1.1","610","13","53.6","1.1","56","5","4.9","0.4","5","1","0.4","0.1","1","1","0.1","Z","3","1","0.3","0.1","1","1","0.1","0.1","45","4","4","0.4"
"Louisiana","19 - 64 years","2632","5","2337","11","88.8","0.4","1669","22","63.4","0.8","1439","23","54.7","0.9","262","11","10","0.4","52","5","2","0.2","793","20","30.2","0.8","697","20","26.5","0.7","84","6","3.2","0.2","147","10","5.6","0.4","32","4","1.2","0.1","83","7","3.2","0.3","45","4","1.7","0.1","295","11","11.2","0.4"
"Louisiana","65 years and over","749","3","743","3","99.3","0.2","375","8","50.1","1","221","7","29.6","1","177","7","23.6","0.9","41","4","5.5","0.5","716","4","95.59999999999999","0.4","139","6","18.6","0.8","47","3","6.3","0.4","715","4","95.5","0.4","347","8","46.4","1.1","139","6","18.6","0.8","50","3","6.6","0.4","5","2","0.7","0.2"
"Maine","All people","1357","1","1279","6","94.3","0.4","958","13","70.59999999999999","1","751","15","55.3","1.1","207","8","15.3","0.6","53","6","3.9","0.4","540","12","39.8","0.9","269","12","19.9","0.9","58","5","4.2","0.4","322","4","23.8","0.3","170","5","12.6","0.3","69","4","5.1","0.3","47","3","3.5","0.2","78","6","5.7","0.4"
"Maine","Under 65 years","1067","2","990","6","92.7","0.5","789","12","74","1.1","667","13","62.5","1.2","116","6","10.9","0.6","32","5","3","0.4","259","12","24.2","1.1","225","12","21.1","1.1","39","5","3.7","0.5","41","4","3.8","0.3","10","2","0.9","0.2","25","3","2.4","0.3","22","3","2.1","0.3","77","6","7.3","0.5"
"Maine","Under 19 years","263","2","252","3","95.7","0.9","179","6","68.09999999999999","2.1","153","7","58","2.4","22","3","8.4","1.1","8","3","3.2","1.1","88","6","33.5","2.2","87","6","33.1","2.3","15","3","5.5","1","1","1","0.5","0.3","1","1","0.3","0.2","1","Z","0.3","0.2","Z","Z","0.2","0.1","11","2","4.3","0.9"
"Maine","19 - 64 years","804","2","738","5","91.8","0.6","610","8","75.90000000000001","1","514","9","63.9","1.2","94","5","11.7","0.7","23","3","2.9","0.3","170","8","21.2","1","138","7","17.2","0.9","25","3","3.1","0.4","39","4","4.9","0.4","9","2","1.1","0.2","25","3","3.1","0.4","22","3","2.7","0.3","66","4","8.199999999999999","0.6"
"Maine","65 years and over","290","2","290","2","99.90000000000001","Z","168","4","58","1.4","84","4","28.8","1.4","91","4","31.4","1.4","22","3","7.6","0.9","282","2","97.2","0.4","44","3","15.2","1.1","18","2","6.4","0.8","282","2","97.2","0.4","160","4","55.3","1.4","44","3","15.2","1.1","25","2","8.6","0.5","Z","Z","0.1","Z"
"Maryland","All people","6059","4","5690","14","93.90000000000001","0.2","4421","29","73","0.5","3729","29","61.5","0.5","800","20","13.2","0.3","234","11","3.9","0.2","2142","20","35.4","0.3","1220","21","20.1","0.4","218","14","3.6","0.2","1050","9","17.3","0.2","673","9","11.1","0.1","186","9","3.1","0.1","119","6","2","0.1","369","15","6.1","0.2"
"Maryland","Under 65 years","5076","4","4715","13","92.90000000000001","0.3","3728","27","73.40000000000001","0.5","3242","27","63.9","0.5","510","18","10","0.4","166","10","3.3","0.2","1226","20","24.1","0.4","1103","21","21.7","0.4","166","13","3.3","0.3","134","9","2.6","0.2","39","4","0.8","0.1","69","6","1.4","0.1","67","5","1.3","0.1","361","14","7.1","0.3"
"Maryland","Under 19 years","1438","5","1376","8","95.7","0.4","924","17","64.3","1.1","802","16","55.7","1.1","103","9","7.1","0.6","57","5","4","0.4","532","14","37","0.9","522","13","36.3","0.9","75","7","5.2","0.5","17","4","1.2","0.3","3","1","0.2","0.1","11","3","0.8","0.2","4","1","0.3","0.1","62","6","4.3","0.4"
"Maryland","19 - 64 years","3638","7","3339","13","91.8","0.3","2804","19","77.09999999999999","0.5","2440","19","67.09999999999999","0.5","407","14","11.2","0.4","109","6","3","0.2","694","14","19.1","0.4","581","14","16","0.4","90","8","2.5","0.2","117","7","3.2","0.2","36","4","1","0.1","58","4","1.6","0.1","62","5","1.7","0.1","299","13","8.199999999999999","0.3"
"Maryland","65 years and over","983","3","975","3","99.2","0.2","693","8","70.5","0.8","487","8","49.5","0.8","290","7","29.5","0.7","68","4","6.9","0.4","917","5","93.3","0.4","117","5","11.9","0.5","52","4","5.3","0.4","916","5","93.2","0.5","634","8","64.5","0.8","117","5","11.9","0.5","52","3","5.3","0.3","8","2","0.8","0.2"
"Massachusetts","All people","6916","1","6743","10","97.5","0.1","5111","30","73.90000000000001","0.4","4332","34","62.6","0.5","983","23","14.2","0.3","68","6","1","0.1","2581","29","37.3","0.4","1601","29","23.1","0.4","318","13","4.6","0.2","1243","8","18","0.1","704","10","10.2","0.1","286","9","4.1","0.1","89","5","1.3","0.1","173","9","2.5","0.1"
"Massachusetts","Under 65 years","5734","2","5567","10","97.09999999999999","0.2","4372","28","76.2","0.5","3873","32","67.5","0.5","612","18","10.7","0.3","35","5","0.6","0.1","1473","29","25.7","0.5","1400","29","24.4","0.5","242","12","4.2","0.2","136","6","2.4","0.1","34","3","0.6","0.1","85","5","1.5","0.1","34","2","0.6","Z","167","9","2.9","0.2"
"Massachusetts","Under 19 years","1469","6","1450","6","98.7","0.2","1033","12","70.3","0.8","930","14","63.3","0.9","123","7","8.4","0.5","9","3","0.6","0.2","523","13","35.6","0.9","519","13","35.3","0.9","105","8","7.1","0.5","7","2","0.5","0.1","1","Z","0.1","Z","4","1","0.3","0.1","3","1","0.2","0.1","18","3","1.3","0.2"
"Massachusetts","19 - 64 years","4266","6","4117","11","96.5","0.2","3339","23","78.3","0.5","2942","25","69","0.6","488","15","11.5","0.3","26","3","0.6","0.1","950","22","22.3","0.5","881","22","20.7","0.5","138","8","3.2","0.2","129","6","3","0.1","33","3","0.8","0.1","81","5","1.9","0.1","31","2","0.7","0.1","149","9","3.5","0.2"
"Massachusetts","65 years and over","1182","2","1177","3","99.59999999999999","0.1","739","9","62.6","0.8","460","9","38.9","0.8","371","10","31.4","0.8","33","3","2.8","0.2","1108","5","93.7","0.4","200","8","16.9","0.6","75","5","6.4","0.4","1107","5","93.7","0.4","670","9","56.7","0.7","200","8","16.9","0.6","56","4","4.7","0.3","5","1","0.4","0.1"
"Michigan","All people","9950","1","9455","14","95","0.1","7015","35","70.5","0.4","5965","40","59.9","0.4","1294","22","13","0.2","133","7","1.3","0.1","4020","35","40.4","0.4","2335","34","23.5","0.3","424","13","4.3","0.1","2014","9","20.2","0.1","1252","12","12.6","0.1","381","9","3.8","0.1","179","7","1.8","0.1","495","14","5","0.1"
"Michigan","Under 65 years","8163","3","7674","14","94","0.2","5795","33","71","0.4","5185","38","63.5","0.5","713","20","8.699999999999999","0.2","79","6","1","0.1","2285","34","28","0.4","2106","34","25.8","0.4","319","12","3.9","0.2","281","8","3.4","0.1","80","4","1","0.1","153","7","1.9","0.1","72","4","0.9","0.1","489","14","6","0.2"
"Michigan","Under 19 years","2277","5","2207","7","97","0.2","1457","16","64","0.7","1339","18","58.8","0.8","129","9","5.7","0.4","24","3","1.1","0.1","900","20","39.5","0.8","896","20","39.3","0.8","148","8","6.5","0.3","12","2","0.5","0.1","3","1","0.1","0.1","9","2","0.4","0.1","2","1","0.1","Z","69","5","3","0.2"
"Michigan","19 - 64 years","5886","7","5466","12","92.90000000000001","0.2","4338","24","73.7","0.4","3846","25","65.40000000000001","0.4","584","15","9.9","0.3","55","4","0.9","0.1","1385","19","23.5","0.3","1211","19","20.6","0.3","171","7","2.9","0.1","268","7","4.6","0.1","77","4","1.3","0.1","144","7","2.4","0.1","70","4","1.2","0.1","420","11","7.1","0.2"
"Michigan","65 years and over","1787","3","1781","3","99.59999999999999","0.1","1219","12","68.2","0.7","780","10","43.6","0.6","581","9","32.5","0.5","54","3","3","0.2","1735","5","97.09999999999999","0.2","228","7","12.8","0.4","105","5","5.9","0.3","1734","5","97","0.2","1172","12","65.59999999999999","0.6","228","7","12.8","0.4","108","4","6","0.2","6","1","0.4","0.1"
"Minnesota","All people","5652","1","5400","11","95.5","0.2","4288","24","75.90000000000001","0.4","3473","26","61.5","0.5","946","16","16.7","0.3","87","7","1.5","0.1","1937","23","34.3","0.4","1022","24","18.1","0.4","190","8","3.4","0.1","996","7","17.6","0.1","649","8","11.5","0.1","119","5","2.1","0.1","132","5","2.3","0.1","252","11","4.5","0.2"
"Minnesota","Under 65 years","4719","3","4470","11","94.7","0.2","3640","23","77.09999999999999","0.5","3248","26","68.8","0.5","467","14","9.9","0.3","50","5","1.1","0.1","1035","22","21.9","0.5","944","22","20","0.5","155","8","3.3","0.2","95","5","2","0.1","29","2","0.6","Z","42","3","0.9","0.1","48","4","1","0.1","249","11","5.3","0.2"
"Minnesota","Under 19 years","1383","4","1339","6","96.8","0.3","993","12","71.8","0.9","905","12","65.5","0.9","100","6","7.2","0.5","16","3","1.2","0.2","431","12","31.2","0.9","428","12","31","0.9","84","6","6.1","0.4","4","1","0.3","0.1","2","1","0.1","0.1","2","1","0.2","0.1","2","1","0.1","0.1","44","4","3.2","0.3"
"Minnesota","19 - 64 years","3336","5","3132","11","93.90000000000001","0.3","2647","16","79.3","0.4","2344","18","70.2","0.5","367","10","11","0.3","34","4","1","0.1","604","14","18.1","0.4","516","13","15.5","0.4","71","4","2.1","0.1","90","4","2.7","0.1","28","2","0.8","0.1","39","3","1.2","0.1","46","4","1.4","0.1","205","9","6.1","0.3"
"Minnesota","65 years and over","933","3","930","3","99.7","0.1","648","7","69.5","0.7","225","6","24.1","0.6","479","8","51.4","0.8","37","3","4","0.3","902","4","96.7","0.3","78","4","8.300000000000001","0.4","36","2","3.8","0.3","901","4","96.59999999999999","0.3","620","8","66.5","0.8","78","4","8.300000000000001","0.4","84","3","9","0.4","3","1","0.3","0.1"
"Mississippi","All people","2886","2","2543","13","88.09999999999999","0.5","1724","23","59.7","0.8","1352","22","46.8","0.8","389","14","13.5","0.5","121","10","4.2","0.3","1161","17","40.2","0.6","697","15","24.1","0.5","94","6","3.3","0.2","588","8","20.4","0.3","261","10","9.1","0.3","155","7","5.4","0.2","77","5","2.7","0.2","343","14","11.9","0.5"
"Mississippi","Under 65 years","2400","4","2058","14","85.8","0.6","1476","20","61.5","0.9","1244","21","51.9","0.9","240","12","10","0.5","82","9","3.4","0.4","686","17","28.6","0.7","605","15","25.2","0.6","66","5","2.8","0.2","113","7","4.7","0.3","23","3","1","0.1","63","5","2.6","0.2","40","5","1.7","0.2","341","14","14.2","0.6"
"Mississippi","Under 19 years","736","4","690","7","93.8","0.8","353","12","47.9","1.5","296","12","40.2","1.6","45","5","6.1","0.6","29","5","3.9","0.7","366","10","49.8","1.4","362","10","49.3","1.4","28","4","3.8","0.5","7","2","0.9","0.3","1","1","0.1","0.1","4","1","0.5","0.2","1","1","0.2","0.1","46","6","6.2","0.8"
"Mississippi","19 - 64 years","1664","5","1369","12","82.3","0.7","1123","15","67.5","0.9","949","15","57","0.9","195","10","11.7","0.6","54","6","3.2","0.3","320","11","19.2","0.7","243","9","14.6","0.6","38","4","2.3","0.2","106","6","6.4","0.4","22","3","1.3","0.2","59","5","3.6","0.3","39","4","2.4","0.3","295","12","17.7","0.7"
"Mississippi","65 years and over","486","3","485","3","99.59999999999999","0.1","248","8","51.1","1.5","107","5","22.1","1.1","149","7","30.6","1.3","38","4","7.8","0.7","475","4","97.7","0.4","92","5","18.9","1","28","3","5.8","0.5","474","4","97.59999999999999","0.4","239","8","49","1.6","92","5","18.9","1","37","3","7.6","0.6","2","1","0.4","0.1"
"Missouri","All people","6063","2","5492","18","90.59999999999999","0.3","4232","25","69.8","0.4","3457","27","57","0.4","869","20","14.3","0.3","166","10","2.7","0.2","1995","21","32.9","0.3","914","21","15.1","0.3","164","11","2.7","0.2","1189","9","19.6","0.2","582","9","9.6","0.2","166","6","2.7","0.1","154","6","2.5","0.1","571","18","9.4","0.3"
"Missouri","Under 65 years","5011","4","4444","18","88.7","0.4","3667","22","73.2","0.4","3192","25","63.7","0.5","538","18","10.7","0.3","105","9","2.1","0.2","976","21","19.5","0.4","821","20","16.4","0.4","127","11","2.5","0.2","173","8","3.4","0.2","47","4","0.9","0.1","74","5","1.5","0.1","69","5","1.4","0.1","567","18","11.3","0.4"
"Missouri","Under 19 years","1462","5","1377","10","94.09999999999999","0.6","958","13","65.5","0.9","834","13","57","0.9","129","10","8.9","0.7","35","5","2.4","0.3","492","14","33.7","1","487","14","33.3","1","72","8","4.9","0.5","9","2","0.6","0.1","3","1","0.2","0.1","5","1","0.4","0.1","2","1","0.2","0.1","86","9","5.9","0.6"
"Missouri","19 - 64 years","3549","7","3068","16","86.40000000000001","0.4","2709","17","76.3","0.4","2358","18","66.5","0.5","408","13","11.5","0.4","70","6","2","0.2","484","12","13.6","0.3","334","11","9.4","0.3","55","5","1.6","0.1","164","7","4.6","0.2","44","4","1.2","0.1","69","4","1.9","0.1","66","5","1.9","0.1","481","14","13.6","0.4"
"Missouri","65 years and over","1052","3","1048","4","99.59999999999999","0.1","565","9","53.7","0.8","265","7","25.2","0.7","332","8","31.5","0.8","60","4","5.7","0.4","1018","5","96.8","0.3","93","5","8.800000000000001","0.4","36","3","3.4","0.3","1016","5","96.59999999999999","0.3","535","9","50.8","0.8","93","5","8.800000000000001","0.4","85","4","8.1","0.4","4","1","0.4","0.1"
"Montana","All people","1088","1","999","6","91.8","0.5","729","11","66.90000000000001","1","536","12","49.2","1.1","196","8","18","0.7","47","5","4.3","0.5","433","10","39.8","1","220","9","20.2","0.9","39","4","3.6","0.4","234","4","21.5","0.4","127","5","11.7","0.4","35","3","3.2","0.3","40","3","3.7","0.3","89","6","8.199999999999999","0.5"
"Montana","Under 65 years","875","2","787","6","89.90000000000001","0.7","604","11","69","1.3","491","12","56.1","1.3","113","7","12.9","0.8","31","5","3.6","0.6","227","10","26","1.2","199","9","22.7","1.1","28","4","3.2","0.5","29","3","3.3","0.4","9","2","1","0.2","14","2","1.6","0.3","18","2","2","0.2","88","6","10.1","0.7"
"Montana","Under 19 years","248","2","231","3","93","1","150","5","60.3","2.2","125","6","50.3","2.3","21","3","8.4","1.3","11","3","4.4","1.1","94","6","37.7","2.2","93","6","37.3","2.1","12","3","4.9","1","2","1","0.8","0.4","Z","Z","0.1","0.1","1","1","0.5","0.3","Z","Z","0.1","0.1","17","2","7","1"
"Montana","19 - 64 years","627","2","556","5","88.7","0.8","454","7","72.5","1.2","366","8","58.3","1.3","92","6","14.7","0.9","20","3","3.2","0.5","134","6","21.3","1","106","5","16.9","0.9","16","2","2.6","0.4","27","3","4.3","0.5","9","2","1.4","0.3","13","2","2","0.3","17","2","2.8","0.3","71","5","11.3","0.8"
"Montana","65 years and over","213","1","212","2","99.3","0.3","124","4","58.3","2","45","3","21.1","1.6","83","3","38.8","1.6","16","2","7.3","0.9","206","2","96.59999999999999","0.7","21","2","9.699999999999999","1","11","2","5","0.9","206","2","96.40000000000001","0.8","118","4","55.5","1.9","21","2","9.699999999999999","1","22","2","10.4","0.9","1","1","0.7","0.3"
"Nebraska","All people","1936","1","1799","9","92.90000000000001","0.4","1449","14","74.8","0.7","1160","15","59.9","0.8","325","10","16.8","0.5","62","6","3.2","0.3","590","11","30.5","0.5","284","10","14.7","0.5","59","4","3.1","0.2","336","4","17.3","0.2","185","4","9.6","0.2","50","3","2.6","0.2","52","3","2.7","0.1","138","8","7.1","0.4"
"Nebraska","Under 65 years","1623","3","1487","9","91.7","0.5","1262","14","77.8","0.8","1090","15","67.2","0.9","199","10","12.3","0.6","43","5","2.6","0.3","290","10","17.9","0.6","253","10","15.6","0.6","45","4","2.7","0.2","36","3","2.2","0.2","10","2","0.6","0.1","19","2","1.1","0.1","23","2","1.4","0.1","135","8","8.300000000000001","0.5"
